name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_acronyms,ghs_hazard,confidence,source,source_url
Dipropylene Glycol Mono n-Propyl Ether,29911-27-1,,,15.6,6.1,11.0,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,dipropylene glycol mono n-propyl ether,Dipropylene Glycol Mono n-Propyl Ether,,,0.7,hsp_solvents_2,
Dipropylene Glycol Monomethyl Ether Acetate,88917-22-0,,,16.3,4.9,8.0,,,,glycol ether,,,dipropylene glycol monomethyl ether acetate,Dipropylene Glycol Monomethyl Ether Acetate,,,0.7,hsp_solvents_2,
Ditridecyl Phthalate,119-06-2,,,16.6,5.4,1.9,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,ditridecyl phthalate,Ditridecyl Phthalate,,,0.7,hsp_solvents_2,
Divinylsulfide,627-51-0,,,16.5,4.6,5.6,,,,sulfur compound,,,divinylsulfide,Divinylsulfide,,,0.7,hsp_solvents_2,
Dodecane,112-40-3,,,16.0,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,dodecane,Dodecane,,,0.7,hsp_solvents_2,
Dodecanol,112-53-8,,,16.0,4.0,9.3,,,,alcohol,Fatty Acyls,Fatty alcohols,dodecanol,Dodecanol,,,0.7,hsp_solvents_2,
Dopamine,51-61-6,,,18.2,10.3,19.5,,,,amine,Phenols,Benzenediols,dopamine,Dopamine,,,0.7,hsp_solvents_2,
Ecstasy,42542-10-9,,,18.0,5.1,6.1,,,,other,Benzodioxoles,,ecstasy,Ecstasy,,,0.7,hsp_solvents_2,
Eicosane,112-95-8,,,16.5,0.0,0.0,,,,hydrocarbon,,,eicosane,Eicosane,,,0.7,hsp_solvents_2,
Epichlorohydrin,106-89-8,,,17.5,7.6,7.6,,,,ether,Epoxides,,epichlorohydrin,Epichlorohydrin,,,0.7,hsp_solvents_2,
Epsilon-Caprolactam,105-60-2,,,19.4,13.8,3.9,,,,amide,Lactams,Caprolactams,epsilon-caprolactam,Epsilon-Caprolactam,,,0.7,hsp_solvents_2,
Ethane,74-84-0,,,15.5,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,ethane,Ethane,,,0.7,hsp_solvents_2,
Ethane (Liq. B.P.),74-84-0,,,15.6,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,ethane (liq. b.p.),Ethane (Liq. B.P.),,,0.7,hsp_solvents_2,
Ethanesulfonylchloride,594-44-5,,,17.7,14.9,6.8,,,,halogenated,Sulfonyl halides,Sulfonyl chlorides,ethanesulfonylchloride,Ethanesulfonylchloride,,,0.7,hsp_solvents_2,
Ethanethiol (Ethyl Mercaptan),75-08-1,,,15.7,6.5,7.1,,,,sulfur compound,Thiols,Alkylthiols,ethanethiol (ethyl mercaptan),Ethanethiol (Ethyl Mercaptan),,,0.7,hsp_solvents_2,
Ethanol,64-17-5,,,15.8,8.8,19.4,,,,alcohol,Organooxygen compounds,Alcohols and polyols,ethanol,Ethanol,EtOH,,0.7,hsp_solvents_2,
Ethanolamine,141-43-5,,,17.0,15.5,21.0,,,,alcohol,,,ethanolamine,Ethanolamine,,,0.7,hsp_solvents_2,
Ethoxyethyl Propionate,14272-48-1,,,16.2,3.3,8.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acids,ethoxyethyl propionate,Ethoxyethyl Propionate,,,0.7,hsp_solvents_2,
Ethyl Acetate,141-78-6,,,15.8,5.3,7.2,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl acetate,Ethyl Acetate,EtOAc; EA,,0.7,hsp_solvents_2,
Ethyl Aceto Acetate (Keto),141-97-9,,,16.5,7.3,8.3,,,,ester,Keto acids and derivatives,Beta-keto acids and derivatives,ethyl aceto acetate (keto),Ethyl Aceto Acetate (Keto),,,0.7,hsp_solvents_2,
Ethyl Acetylene,107-00-6,,,15.1,3.4,5.0,,,,hydrocarbon,,,ethyl acetylene,Ethyl Acetylene,,,0.7,hsp_solvents_2,
Ethyl Acrylate,140-88-5,,,15.5,7.1,5.5,,,,ester,Carboxylic acids and derivatives,Acrylic acids and derivatives,ethyl acrylate,Ethyl Acrylate,,,0.7,hsp_solvents_2,
Ethyl Amine,75-04-7,,,15.0,5.6,10.7,,,,amine,Organonitrogen compounds,Amines,ethyl amine,Ethyl Amine,,,0.7,hsp_solvents_2,
Ethyl Amyl Ketone,106-68-3,,,16.2,4.5,4.1,,,,ketone,,,ethyl amyl ketone,Ethyl Amyl Ketone,,,0.7,hsp_solvents_2,
Ethyl Benzene,100-41-4,,,17.8,0.6,1.4,,,,aromatic,Benzene and substituted derivatives,,ethyl benzene,Ethyl Benzene,,,0.7,hsp_solvents_2,
Ethyl Benzoate,93-89-0,,,17.9,6.2,6.0,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,ethyl benzoate,Ethyl Benzoate,,,0.7,hsp_solvents_2,
Ethyl Bromide,74-96-4,,,16.5,8.4,2.3,,,,halogenated,Organobromides,,ethyl bromide,Ethyl Bromide,,,0.7,hsp_solvents_2,
Ethyl Butyl Ether,628-81-9,,,14.5,3.9,4.7,,,,ether,Organooxygen compounds,Ethers,ethyl butyl ether,Ethyl Butyl Ether,,,0.7,hsp_solvents_2,
Ethyl Butyl Ketone,106-35-4,,,16.2,5.0,4.1,,,,ketone,,,ethyl butyl ketone,Ethyl Butyl Ketone,,,0.7,hsp_solvents_2,
Ethyl Butyrate,105-54-4,,,15.5,5.6,5.0,,,,ester,,,ethyl butyrate,Ethyl Butyrate,,,0.7,hsp_solvents_2,
Ethyl Capronate,123-66-0,,,15.5,3.2,5.9,,,,ester,Fatty Acyls,Fatty acid esters,ethyl capronate,Ethyl Capronate,,,0.7,hsp_solvents_2,
Ethyl Carbamate,51-79-6,,,16.8,10.1,13.0,,,,amide,Carboximidic acids and derivatives,,ethyl carbamate,Ethyl Carbamate,,,0.7,hsp_solvents_2,
Ethyl Carbylamine,624-79-3,,,15.6,15.2,5.8,,,,amine,,,ethyl carbylamine,Ethyl Carbylamine,,,0.7,hsp_solvents_2,
Ethyl Chloride,75-00-3,,,15.7,6.1,2.9,,,,halogenated,Organochlorides,,ethyl chloride,Ethyl Chloride,,,0.7,hsp_solvents_2,
Ethyl Chloroformate,541-41-3,,,16.4,11.0,8.0,,,,ester,Organic carbonic acids and derivatives,,ethyl chloroformate,Ethyl Chloroformate,,,0.7,hsp_solvents_2,
Ethyl Cinnamate,103-36-6,,,18.4,8.2,4.1,,,,ester,,,ethyl cinnamate,Ethyl Cinnamate,,,0.7,hsp_solvents_2,
Ethyl Cyanoacetate,105-56-6,,,16.7,7.9,8.3,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl cyanoacetate,Ethyl Cyanoacetate,,,0.7,hsp_solvents_2,
Ethyl Cyanoacrylate,7085-85-0,,,15.2,10.3,9.0,,,,ester,,,ethyl cyanoacrylate,Ethyl Cyanoacrylate,,,0.7,hsp_solvents_2,
Ethyl Ethynylether,927-80-0,,,15.4,7.9,5.9,,,,ether,Organooxygen compounds,,ethyl ethynylether,Ethyl Ethynylether,,,0.7,hsp_solvents_2,
Ethyl Fluoride,353-36-6,,,15.2,9.3,3.0,,,,halogenated,Organofluorides,,ethyl fluoride,Ethyl Fluoride,,,0.7,hsp_solvents_2,
Ethyl Formate,109-94-4,,,15.5,8.4,8.4,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl formate,Ethyl Formate,,,0.7,hsp_solvents_2,
Ethyl Hypochlorite,624-85-1,,,15.7,8.6,6.5,,,,halogenated,Organic oxoanionic compounds,,ethyl hypochlorite,Ethyl Hypochlorite,,,0.7,hsp_solvents_2,
Ethyl Iodide,75-03-6,,,17.5,7.0,6.0,,,,halogenated,Organoiodides,,ethyl iodide,Ethyl Iodide,,,0.7,hsp_solvents_2,
Ethyl Isocyanate,109-90-0,,,15.4,12.0,2.5,,,,amide,Organonitrogen compounds,Isocyanates,ethyl isocyanate,Ethyl Isocyanate,,,0.7,hsp_solvents_2,
Ethyl Isopropenyl Ether,926-66-9,,,14.8,3.5,5.1,,,,ether,Organooxygen compounds,,ethyl isopropenyl ether,Ethyl Isopropenyl Ether,,,0.7,hsp_solvents_2,
Ethyl Isothiocyanate,542-85-8,,,17.2,14.7,9.0,,,,sulfur compound,Isothiocyanates,,ethyl isothiocyanate,Ethyl Isothiocyanate,,,0.7,hsp_solvents_2,
Ethyl Lactate,97-64-3,,,16.0,7.6,12.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl lactate,Ethyl Lactate,,,0.7,hsp_solvents_2,
Ethyl Methacrylate,97-63-2,,,15.8,7.2,7.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl methacrylate,Ethyl Methacrylate,,,0.7,hsp_solvents_2,
Ethyl Methyl Sulfide,624-89-5,,,17.1,4.8,2.5,,,,sulfur compound,Thioethers,Dialkylthioethers,methylsulfanylethane,Ethyl Methyl Sulfide,,,0.7,hsp_solvents_2,
Ethyl Oleate,111-62-6,,,16.2,3.2,4.0,,,,ester,Fatty Acyls,Fatty acid esters,ethyl oleate,Ethyl Oleate,,,0.7,hsp_solvents_2,
Ethyl Propionate,105-37-3,,,15.5,6.1,4.9,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethyl propionate,Ethyl Propionate,,,0.7,hsp_solvents_2,
Ethyl Thiocyanate,542-90-5,,,15.4,13.4,5.4,,,,sulfur compound,Thiocyanates,,ethyl thiocyanate,Ethyl Thiocyanate,,,0.7,hsp_solvents_2,
Ethyl Vinylether,109-92-2,,,14.9,4.9,5.6,,,,ether,Organooxygen compounds,,ethyl vinylether,Ethyl Vinylether,,,0.7,hsp_solvents_2,
Ethyl Vinylketone,1629-58-9,,,15.8,11.3,4.5,,,,ketone,Organooxygen compounds,Carbonyl compounds,ethyl vinylketone,Ethyl Vinylketone,,,0.7,hsp_solvents_2,
Ethyl-1-Propynylether,14273-06-4,,,15.9,6.4,5.4,,,,ether,Organooxygen compounds,,ethyl-1-propynylether,Ethyl-1-Propynylether,,,0.7,hsp_solvents_2,
Ethylene,74-85-1,,,15.0,2.0,3.8,,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,ethylene,Ethylene,,,0.7,hsp_solvents_2,
Ethylene Carbonate,96-49-1,,,18.0,21.7,5.1,,,,ester,Organic carbonic acids and derivatives,Carbonic acid diesters,ethylene carbonate,Ethylene Carbonate,EC,,0.7,hsp_solvents_2,
Ethylene Chlorohydrin,107-07-3,,,16.9,8.8,17.2,,,,halogenated,,,ethylene chlorohydrin,Ethylene Chlorohydrin,,,0.7,hsp_solvents_2,
Ethylene Cyanohydrin,109-78-4,,,17.2,18.8,17.6,,,,nitrile,Organonitrogen compounds,Organic cyanides,ethylene cyanohydrin,Ethylene Cyanohydrin,,,0.7,hsp_solvents_2,
Ethylene Dibromide,106-93-4,,,19.2,3.5,8.6,,,,halogenated,Organobromides,,ethylene dibromide,Ethylene Dibromide,,,0.7,hsp_solvents_2,
Ethylene Dichloride,107-06-2,,,18.0,7.4,4.1,,,,halogenated,Organochlorides,,ethylene dichloride,Ethylene Dichloride,,,0.7,hsp_solvents_2,
Ethylene Dinitrate,628-96-6,,,16.2,18.0,6.0,,,,nitro,,,ethylene dinitrate,Ethylene Dinitrate,,,0.7,hsp_solvents_2,
Ethylene Glycol,107-21-1,,,17.0,11.0,26.0,,,,glycol,Organooxygen compounds,Alcohols and polyols,ethylene glycol,Ethylene Glycol,EG,,0.7,hsp_solvents_2,
Ethylene Glycol Butyl Ether Acetate,112-07-2,,,15.3,7.5,6.8,,,,ester,,,ethylene glycol butyl ether acetate,Ethylene Glycol Butyl Ether Acetate,,,0.7,hsp_solvents_2,
Ethylene Glycol Butyl Ethyl Ether,4413-13-2,,,15.3,4.9,4.6,,,,ether,Organooxygen compounds,Ethers,ethylene glycol butyl ethyl ether,Ethylene Glycol Butyl Ethyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Butyl Methyl Ether,13343-98-1,,,15.5,5.2,4.9,,,,ether,Organooxygen compounds,Ethers,ethylene glycol butyl methyl ether,Ethylene Glycol Butyl Methyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Di-t-Butyl Ether,26547-47-7,,,14.7,4.1,8.2,,,,ether,Organooxygen compounds,Ethers,ethylene glycol di-t-butyl ether,Ethylene Glycol Di-t-Butyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Diacetate,111-55-7,,,16.2,4.7,9.8,,,,ester,,,ethylene glycol diacetate,Ethylene Glycol Diacetate,,,0.7,hsp_solvents_2,
Ethylene Glycol Dibutyl Ether,112-48-1,,,15.7,4.5,4.2,,,,ether,,,ethylene glycol dibutyl ether,Ethylene Glycol Dibutyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Diethyl Ether,629-14-1,,,15.4,5.4,5.2,,,,ether,,,ethylene glycol diethyl ether,Ethylene Glycol Diethyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Dimethyl Ether,110-71-4,,,15.4,6.3,6.0,,,,ether,Organooxygen compounds,Ethers,ethylene glycol dimethyl ether,Ethylene Glycol Dimethyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Methyl t-Butyl Ether,66728-50-5,,,15.3,5.1,8.2,,,,ether,Organooxygen compounds,Ethers,ethylene glycol methyl t-butyl ether,Ethylene Glycol Methyl t-Butyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono 2-Ethyl Hexyl Ether,1559-35-9,,,16.0,4.1,10.5,,,,ether,Organooxygen compounds,Ethers,ethylene glycol mono 2-ethyl hexyl ether,Ethylene Glycol Mono 2-Ethyl Hexyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono Benzyl Ether,622-08-2,,,17.8,5.9,12.2,,,,ether,Benzene and substituted derivatives,Benzylethers,ethylene glycol mono benzyl ether,Ethylene Glycol Mono Benzyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono Ethyl Ether Acrylate,106-74-1,,,15.9,5.1,9.3,,,,ester,,,ethylene glycol mono ethyl ether acrylate,Ethylene Glycol Mono Ethyl Ether Acrylate,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono n-Hexyl Ether,112-25-4,,,16.0,5.0,11.4,,,,ether,,,ethylene glycol mono n-hexyl ether,Ethylene Glycol Mono n-Hexyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono n-Propyl Ether,2807-30-9,,,16.1,8.7,13.5,,,,ether,Organooxygen compounds,Ethers,ethylene glycol mono n-propyl ether,Ethylene Glycol Mono n-Propyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Mono t-Butyl Ether,7580-85-0,,,15.3,6.1,10.8,,,,ether,Organooxygen compounds,Ethers,ethylene glycol mono t-butyl ether,Ethylene Glycol Mono t-Butyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monobutyl Ether,111-76-2,,,16.0,5.1,12.3,,,,ether,Organooxygen compounds,Ethers,ethylene glycol monobutyl ether,Ethylene Glycol Monobutyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monoethyl Ether,110-80-5,,,15.9,7.2,14.0,,,,ether,Organooxygen compounds,Ethers,ethylene glycol monoethyl ether,Ethylene Glycol Monoethyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monoethyl Ether Acetate,111-15-9,,,15.9,4.7,10.6,,,,ester,,,ethylene glycol monoethyl ether acetate,Ethylene Glycol Monoethyl Ether Acetate,,,0.7,hsp_solvents_2,
Ethylene Glycol Monoisobutyl Ether,4439-24-1,,,15.2,4.9,9.6,,,,ether,Organooxygen compounds,Ethers,ethylene glycol monoisobutyl ether,Ethylene Glycol Monoisobutyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monoisopropyl Ether,109-59-1,,,16.0,8.2,13.1,,,,ether,,,ethylene glycol monoisopropyl ether,Ethylene Glycol Monoisopropyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monomethyl Ether,109-86-4,,,16.0,8.2,15.0,,,,ether,,,ethylene glycol monomethyl ether,Ethylene Glycol Monomethyl Ether,,,0.7,hsp_solvents_2,
Ethylene Glycol Monomethyl Ether Acetate,110-49-6,,,15.9,5.5,11.6,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,ethylene glycol monomethyl ether acetate,Ethylene Glycol Monomethyl Ether Acetate,,,0.7,hsp_solvents_2,
Ethylene Glycol Sulfite,3741-38-6,,,20.0,15.9,5.1,,,,glycol,Organic oxoanionic compounds,Organic sulfites,ethylene glycol sulfite,Ethylene Glycol Sulfite,,,0.7,hsp_solvents_2,
Ethylene Methyl Sulfonate,4672-49-5,,,16.9,9.3,9.6,,,,sulfur compound,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,ethylene methyl sulfonate,Ethylene Methyl Sulfonate,,,0.7,hsp_solvents_2,
Ethylene Oxide,75-21-8,,,15.6,10.0,11.0,,,,ether,Epoxides,,ethylene oxide,Ethylene Oxide,,,0.7,hsp_solvents_2,
Ethylene Sulfide,420-12-2,,,19.3,9.0,6.5,,,,sulfur compound,Thiiranes,,ethylene sulfide,Ethylene Sulfide,,,0.7,hsp_solvents_2,
Ethylenediamine,107-15-3,,,16.6,8.8,17.0,,,,amine,Organonitrogen compounds,Amines,ethylenediamine,Ethylenediamine,,,0.7,hsp_solvents_2,
Ethyleneimine,151-56-4,,,17.7,11.0,9.8,,,,amine,Aziridines,,ethyleneimine,Ethyleneimine,,,0.7,hsp_solvents_2,
Ethylidene Acetone,625-33-2,,,16.2,12.1,4.5,,,,ketone,Organooxygen compounds,Carbonyl compounds,ethylidene acetone,Ethylidene Acetone,,,0.7,hsp_solvents_2,
Ethynyl Methyl Ether,6443-91-0,,,15.8,8.1,6.5,,,,ether,,,ethynyl methyl ether,Ethynyl Methyl Ether,,,0.7,hsp_solvents_2,
Ethynyl Propyl Ether,42842-08-0,,,15.4,3.8,5.4,,,,ether,,,ethynyl propyl ether,Ethynyl Propyl Ether,,,0.7,hsp_solvents_2,
Eugenol,97-53-0,,,19.0,7.5,13.0,,,,alcohol,Phenols,Methoxyphenols,eugenol,Eugenol,,,0.7,hsp_solvents_2,
Fenchene(A),471-84-1,,,16.9,1.5,3.1,,,,terpene,Prenol lipids,Monoterpenoids,fenchene(a),Fenchene(A),,,0.7,hsp_solvents_2,
Ferulic Acid,1135-24-6,,,19.0,6.6,15.1,,,,acid,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,ferulic acid,Ferulic Acid,,,0.7,hsp_solvents_2,
Fluorene,86-73-7,,,21.3,1.7,1.7,,,,halogenated,Fluorenes,,fluorene,Fluorene,,,0.7,hsp_solvents_2,
Fluorobenzene,462-06-6,,,18.1,6.1,2.0,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,fluorobenzene,Fluorobenzene,,,0.7,hsp_solvents_2,
Fluoroethylene,75-02-5,,,15.2,7.0,1.0,,,,halogenated,Vinyl halides,Vinyl fluorides,fluoroethylene,Fluoroethylene,,,0.7,hsp_solvents_2,
Fluoromethane,593-53-3,,,13.4,10.6,9.5,,,,halogenated,Alkyl halides,Halomethanes,fluoromethane,Fluoromethane,,,0.7,hsp_solvents_2,
Fluoroprene,381-61-3,,,14.2,5.8,1.0,,,,halogenated,Vinyl halides,Vinyl fluorides,fluoroprene,Fluoroprene,,,0.7,hsp_solvents_2,
Formaldehyde,50-00-0,,,12.8,14.4,15.4,,,,aldehyde,,,formaldehyde,Formaldehyde,,,0.7,hsp_solvents_2,
Formamide,75-12-7,,,17.2,26.2,19.0,,,,amide,,,formamide,Formamide,,,0.7,hsp_solvents_2,
Formic Acid,64-18-6,,,14.6,10.0,14.0,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,formic acid,Formic Acid,FA,,0.7,hsp_solvents_2,
Formyl Fluoride,1493-02-3,,,15.0,10.1,8.6,,,,halogenated,,,formyl fluoride,Formyl Fluoride,,,0.7,hsp_solvents_2,
Fumaronitrile,764-42-1,,,16.7,13.6,7.8,,,,nitrile,,,fumaronitrile,Fumaronitrile,,,0.7,hsp_solvents_2,
Furan,110-00-9,,,17.0,1.8,5.3,,,,ether,,,furan,Furan,,,0.7,hsp_solvents_2,
Furfural,98-01-1,,,18.6,14.9,5.1,,,,heterocyclic,,,furfural,Furfural,,,0.7,hsp_solvents_2,
Furfuryl Alcohol,98-00-0,,,17.4,7.6,15.1,,,,alcohol,Heteroaromatic compounds,,furfuryl alcohol,Furfuryl Alcohol,,,0.7,hsp_solvents_2,
Glycerol,56-81-5,,,17.4,11.3,27.2,,,,alcohol,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,glycerol,Glycerol,,,0.7,hsp_solvents_2,
Glycerol Carbonate,931-40-8,,,17.9,25.5,17.4,,,,alcohol,Organic carbonic acids and derivatives,Carbonic acid diesters,glycerol carbonate,Glycerol Carbonate,,,0.7,hsp_solvents_2,
Glycerol Carbonate Acetate,1607-31-4,,,17.1,14.7,9.2,,,,alcohol,Organic carbonic acids and derivatives,Carbonic acid diesters,glycerol carbonate acetate,Glycerol Carbonate Acetate,,,0.7,hsp_solvents_2,
Glycerol Carbonate Ethyl Ether,307949-19-5,,,16.8,18.5,8.7,,,,alcohol,,,glycerol carbonate ethyl ether,Glycerol Carbonate Ethyl Ether,,,0.7,hsp_solvents_2,
Glycerol Diacetate,,,,16.4,8.9,14.2,,,,alcohol,,,glycerol diacetate,Glycerol Diacetate,,,0.7,hsp_solvents_2,
Glycerol Formal,4740-78-7 5464-28-8,,,18.4,10.6,16.5,,,,alcohol,,,glycerol formal,Glycerol Formal,,,0.7,hsp_solvents_2,
Glycerol Triacetate,102-76-1,,,16.5,4.5,9.1,,,,alcohol,,,glycerol triacetate,Glycerol Triacetate,,,0.7,hsp_solvents_2,
Glycerol Tributyrate,60-01-5,,,16.3,2.5,7.0,,,,alcohol,Glycerolipids,Triradylcglycerols,glycerol tributyrate,Glycerol Tributyrate,,,0.7,hsp_solvents_2,
Glycerol Trioleate,122-32-7,,,16.0,3.8,3.2,,,,alcohol,Glycerolipids,Triradylcglycerols,glycerol trioleate,Glycerol Trioleate,,,0.7,hsp_solvents_2,
Glycidol,556-52-5,,,18.2,9.0,17.9,,,,ether,Epoxides,,glycidol,Glycidol,,,0.7,hsp_solvents_2,
Glycidyl Methacrylate,106-91-2,,,16.3,8.5,5.7,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,glycidyl methacrylate,Glycidyl Methacrylate,,,0.7,hsp_solvents_2,
Glyoxal (Ethandial),107-22-2,,,15.0,17.0,13.3,,,,ketone,Organooxygen compounds,Carbonyl compounds,glyoxal (ethandial),Glyoxal (Ethandial),,,0.7,hsp_solvents_2,
HCFC 134a,811-97-2,,,16.1,4.0,0.0,,,,fluorinated,Organofluorides,,hcfc 134a,HCFC 134a,,,0.7,hsp_solvents_2,
HCFC 141b,1717-00-6,,,15.7,4.0,1.0,,,,fluorinated,Organofluorides,,hcfc 141b,HCFC 141b,,,0.7,hsp_solvents_2,
HCFC 225ca,422-56-0,,,14.9,3.5,1.0,,,,fluorinated,Organofluorides,,hcfc 225ca,HCFC 225ca,,,0.7,hsp_solvents_2,
HCFC 225cb,507-55-1,,,13.1,2.9,1.0,,,,fluorinated,Organofluorides,,hcfc 225cb,HCFC 225cb,,,0.7,hsp_solvents_2,
HCFC 253eb,460-35-5,,,14.6,7.3,1.0,,,,fluorinated,Organofluorides,,hcfc 253eb,HCFC 253eb,,,0.7,hsp_solvents_2,
HCFC-225ca:cb (45:55),,,,14.1,3.2,1.0,,,,fluorinated,,,hcfc-225ca:cb (45:55),HCFC-225ca:cb (45:55),,,0.7,hsp_solvents_2,
HCFC123,306-83-2,,,15.0,5.4,1.0,,,,fluorinated,Organofluorides,,hcfc123,HCFC123,,,0.7,hsp_solvents_2,
Heptane,142-82-5,,,15.3,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,heptane,Heptane,,,0.7,hsp_solvents_2,
Hexachloroacetone,116-16-5,,,18.3,3.0,3.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,hexachloroacetone,Hexachloroacetone,,,0.7,hsp_solvents_2,
Hexachlorobenzene,118-74-1,,,20.3,2.1,0.0,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,hexachlorobenzene,Hexachlorobenzene,,,0.7,hsp_solvents_2,
Hexachloroethane,67-72-1,,,18.6,2.0,0.0,,,,halogenated,Organochlorides,,hexachloroethane,Hexachloroethane,,,0.7,hsp_solvents_2,
Hexadecane,544-76-3,,,16.3,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,hexadecane,Hexadecane,,,0.7,hsp_solvents_2,
Hexafluoro Isopropanol,920-66-1,,,17.2,4.5,14.7,,,,alcohol,Halohydrins,Fluorohydrins,hexafluoro isopropanol,Hexafluoro Isopropanol,IPA,,0.7,hsp_solvents_2,
"Hexafluoro-1,3-Butadiene",685-63-2,,,13.8,0.0,0.0,,,,fluorinated,Vinyl halides,Vinyl fluorides,"hexafluoro-1,3-butadiene","Hexafluoro-1,3-Butadiene",,,0.7,hsp_solvents_2,
Hexafluorobenzene,392-56-3,,,16.0,0.0,0.0,,,,fluorinated,Benzene and substituted derivatives,Halobenzenes,hexafluorobenzene,Hexafluorobenzene,,,0.7,hsp_solvents_2,
Hexafluorohexanol,,,,15.1,4.4,9.9,,,,alcohol,,,hexafluorohexanol,Hexafluorohexanol,,,0.7,hsp_solvents_2,
Hexamethyl Benzene,87-85-4,,,19.2,1.6,0.0,,,,aromatic,,,hexamethyl benzene,Hexamethyl Benzene,,,0.7,hsp_solvents_2,
Hexamethylenetetramine,100-97-0,,,19.4,7.0,16.0,,,,amine,,,hexamethylenetetramine,Hexamethylenetetramine,,,0.7,hsp_solvents_2,
Hexamethylphosphoramide,680-31-9,,,18.5,11.6,8.7,,,,inorganic,Organic phosphoric acids and derivatives,Organic phosphoramides,hexamethylphosphoramide,Hexamethylphosphoramide,HMPA,,0.7,hsp_solvents_2,
Hexanal,66-25-1,,,15.8,8.4,5.3,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,hexanal,Hexanal,,,0.7,hsp_solvents_2,
Hexane,110-54-3,,,14.9,0.0,0.0,,,,hydrocarbon,,,hexane,Hexane,,,0.7,hsp_solvents_2,
"Hexane 1,6 Diol",629-11-8,,,15.7,8.4,17.8,,,,alcohol,Fatty Acyls,Fatty alcohols,"hexane 1,6 diol","Hexane 1,6 Diol",,,0.7,hsp_solvents_2,
Hexanoic Acid,142-62-1,,,16.3,4.2,11.5,,,,acid,,,hexanoic acid,Hexanoic Acid,,,0.7,hsp_solvents_2,
Hexyl Acetate,142-92-7,,,15.8,2.9,5.9,,,,ester,,,hexyl acetate,Hexyl Acetate,,,0.7,hsp_solvents_2,
Hexylene Glycol Diacetate,6222-17-9,,,15.3,4.5,7.2,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,hexylene glycol diacetate,Hexylene Glycol Diacetate,,,0.7,hsp_solvents_2,
HFC 245fa,460-73-1,,,15.4,3.0,0.0,,,,fluorinated,Organofluorides,,hfc 245fa,HFC 245fa,,,0.7,hsp_solvents_2,
HFC 338pcc,377-36-6,,,13.7,0.0,0.0,,,,fluorinated,,,hfc 338pcc,HFC 338pcc,,,0.7,hsp_solvents_2,
HFC-365mfc,406-58-6,,,16.4,0.0,0.0,,,,fluorinated,Organofluorides,,hfc-365mfc,HFC-365mfc,,,0.7,hsp_solvents_2,
